분석아이디,학교명,위도,경도,위험지역 사유,기타 상세 사유,행위 구분,데이터기준일자
6178,안덕초등학교,33.24039523,126.3653764,차가 다니는 길가로만 다닐 수 있음,해당없음,등교,2021-01-25
6178,안덕초등학교,33.24054907,126.3637229,차가 다니는 길가로만 다닐 수 있음,해당없음,하교,2021-01-25
6179,사계초등학교,33.23131266,126.2976577,인도에 차가 서 있음,해당없음,등교,2021-01-25
6180,안덕초등학교,33.25019679,126.3349337,신호등이 없음,해당없음,등교,2021-01-25
6180,안덕초등학교,33.2466834,126.33569,신호등이 없음,해당없음,활동,2021-01-25
6181,안덕초등학교,33.24074315,126.3690782,길 주변에 깨진 병 조각 같은 위험한 물건이 많음,해당없음,등교,2021-01-25
6181,안덕초등학교,33.24238461,126.3656329,돌이 떨어질 것 같음,해당없음,등교,2021-01-25
6181,안덕초등학교,33.25037621,126.3351859,신호등이 없음,해당없음,등교,2021-01-25
6184,안덕초등학교,33.25583435,126.343456,횡단보도 초록불 신호가 너무 짧음,해당없음,하교,2021-01-25
6185,사계초등학교,33.2312016,126.2965522,기타,공사중,하교,2021-01-25
6185,사계초등학교,33.23150168,126.2978024,신호등이 없음,해당없음,등교,2021-01-25
6185,사계초등학교,33.23124477,126.2970132,신호등이 없음,해당없음,하교,2021-01-25
6185,사계초등학교,33.23137315,126.2977927,신호등이 없음,해당없음,활동,2021-01-25
6185,사계초등학교,33.23157572,126.2981397,인도에 차가 서 있음,해당없음,등교,2021-01-25
6186,안덕초등학교,33.25426837,126.2851065,횡단보도가 적어서 많이 돌아가야 함,해당없음,등교,2021-01-25
6186,안덕초등학교,33.25227057,126.3211785,횡단보도가 적어서 많이 돌아가야 함,해당없음,하교,2021-01-25
6187,안덕초등학교,33.24981923,126.3330386,신호등이 없음,해당없음,하교,2021-01-25
6187,안덕초등학교,33.25082264,126.3333154,신호등이 없음,해당없음,활동,2021-01-25
6188,안덕초등학교,33.25034388,126.3350413,인도에 차가 서 있음,해당없음,하교,2021-01-25
6189,안덕초등학교,33.2499419,126.3363749,신호등이 없음,해당없음,하교,2021-01-25
6190,안덕초등학교,33.24956112,126.3357715,인도에 차가 서 있음,해당없음,등교,2021-01-25
6191,사계초등학교,33.22722393,126.2962797,골목 등 좁은 길에서 갑자기 차가 튀어나옴,해당없음,하교,2021-01-25
6191,사계초등학교,33.23078901,126.2977316,골목 등 좁은 길에서 갑자기 차가 튀어나옴,해당없음,하교,2021-01-25
6193,사계초등학교,33.23123086,126.2969436,신호등이 없음,해당없음,등교,2021-01-25
6195,사계초등학교,33.23141256,126.2977856,신호등이 없음,해당없음,등교,2021-01-25
6196,사계초등학교,33.23796648,126.3036544,골목 등 좁은 길에서 갑자기 차가 튀어나옴,해당없음,등교,2021-01-25
6196,사계초등학교,33.23484571,126.3034431,골목 등 좁은 길에서 갑자기 차가 튀어나옴,해당없음,등교,2021-01-25
6196,사계초등학교,33.23638103,126.303903,길 주변에 깨진 병 조각 같은 위험한 물건이 많음,해당없음,등교,2021-01-25
6196,사계초등학교,33.23556721,126.3034803,돌이 떨어질 것 같음,해당없음,하교,2021-01-25
6196,사계초등학교,33.23332445,126.302275,신호등이 없음,해당없음,하교,2021-01-25
6196,사계초등학교,33.23238953,126.2995574,신호등이 없음,해당없음,하교,2021-01-25
6197,사계초등학교,33.23156237,126.2977724,길가에 차들이 많이 세워져 있어 앞을 가림,해당없음,등교,2021-01-25
6197,사계초등학교,33.23129733,126.2965407,길가에 차들이 많이 세워져 있어 앞을 가림,해당없음,하교,2021-01-25
6197,사계초등학교,33.23154471,126.2978369,신호등이 없음,해당없음,등교,2021-01-25
6197,사계초등학교,33.23155686,126.2977939,신호등이 없음,해당없음,하교,2021-01-25
6197,사계초등학교,33.23158436,126.2984722,인도에 차가 서 있음,해당없음,등교,2021-01-25
6197,사계초등학교,33.23159631,126.2983943,인도에 차가 서 있음,해당없음,하교,2021-01-25
6198,사계초등학교,33.23018118,126.2968688,차가 다니는 길가로만 다닐 수 있음,해당없음,등교,2021-01-25
6199,사계초등학교,33.23133184,126.2978614,신호등이 없음,해당없음,활동,2021-01-25
6200,사계초등학교,33.2316298,126.2955457,골목 등 좁은 길에서 갑자기 차가 튀어나옴,해당없음,등교,2021-01-25
6200,사계초등학교,33.23153107,126.2978169,신호등이 없음,해당없음,등교,2021-01-25
6200,사계초등학교,33.23146177,126.2955269,횡단보도가 적어서 많이 돌아가야 함,해당없음,등교,2021-01-25
6201,사계초등학교,33.23122274,126.2965051,기타,근처의 공사장 있음,등교,2021-01-25
6201,사계초등학교,33.23254565,126.2976639,기타,근처의 공사장 있음,등교,2021-01-25
6203,고산초등학교,33.30441239,126.1794786,가게에서 놓은 물건 때문에 길을 다니기 어려움,해당없음,활동,2021-01-25
6203,고산초등학교,33.30496984,126.1806116,골목 등 좁은 길에서 갑자기 차가 튀어나옴,해당없음,등교,2021-01-25
6203,고산초등학교,33.30455621,126.1794129,신호등이 없음,해당없음,등교,2021-01-25
6203,고산초등학교,33.30462677,126.179176,인도에 차가 서 있음,해당없음,하교,2021-01-25
6203,고산초등학교,33.3019159,126.1796201,인도에 차가 서 있음,해당없음,활동,2021-01-25
6203,고산초등학교,33.30516086,126.1808675,차가 다니는 길가로만 다닐 수 있음,해당없음,하교,2021-01-25
6203,고산초등학교,33.30428624,126.1794906,횡단보도가 적어서 많이 돌아가야 함,해당없음,활동,2021-01-25
6204,고산초등학교,33.30323807,126.1818732,신호등이 없음,해당없음,등교,2021-01-25
6204,고산초등학교,33.30357424,126.1795294,신호등이 없음,해당없음,등교,2021-01-25
6204,고산초등학교,33.30155464,126.1795269,신호등이 없음,해당없음,활동,2021-01-25
6205,고산초등학교,33.30068128,126.1797068,횡단보도 초록불 신호가 너무 짧음,해당없음,등교,2021-01-25
6207,고산초등학교,33.30473009,126.1794622,신호등이 없음,해당없음,하교,2021-01-25
6207,고산초등학교,33.30525526,126.1811699,인도에 차가 서 있음,해당없음,하교,2021-01-25
6207,고산초등학교,33.3047993,126.1797032,차가 다니는 길가로만 다닐 수 있음,해당없음,하교,2021-01-25
6208,고산초등학교,33.30349807,126.1797704,길가에 차들이 많이 세워져 있어 앞을 가림,해당없음,등교,2021-01-25
6208,고산초등학교,33.30358787,126.1783523,길가에 차들이 많이 세워져 있어 앞을 가림,해당없음,하교,2021-01-25
6208,고산초등학교,33.30351241,126.1792119,길가에 차들이 많이 세워져 있어 앞을 가림,해당없음,하교,2021-01-25
6208,고산초등학교,33.30356366,126.178782,길가에 차들이 많이 세워져 있어 앞을 가림,해당없음,하교,2021-01-25
6208,고산초등학교,33.30351369,126.1794052,신호등이 없음,해당없음,등교,2021-01-25
6208,고산초등학교,33.30182929,126.1796464,신호등이 없음,해당없음,활동,2021-01-25
6208,고산초등학교,33.3032258,126.1794991,신호등이 없음,해당없음,활동,2021-01-25
6208,고산초등학교,33.30253168,126.1795164,신호등이 없음,해당없음,활동,2021-01-25
6208,고산초등학교,33.30351751,126.1799849,차가 다니는 길가로만 다닐 수 있음,해당없음,등교,2021-01-25
6209,고산초등학교,33.29367098,126.2333067,신호등이 없음,해당없음,등교,2021-01-25
6210,고산초등학교,33.3046339,126.1792323,골목 등 좁은 길에서 갑자기 차가 튀어나옴,해당없음,등교,2021-01-25
6210,고산초등학교,33.30480832,126.1797031,골목 등 좁은 길에서 갑자기 차가 튀어나옴,해당없음,하교,2021-01-25
6210,고산초등학교,33.30338254,126.1795124,신호등이 없음,해당없음,등교,2021-01-25
6210,고산초등학교,33.30567891,126.1791044,신호등이 없음,해당없음,등교,2021-01-25
6210,고산초등학교,33.30504016,126.1793144,신호등이 없음,해당없음,하교,2021-01-25
6210,고산초등학교,33.30368253,126.1785218,차가 다니는 길가로만 다닐 수 있음,해당없음,하교,2021-01-25
6211,사계초등학교,33.23646707,126.2987538,길가에 차들이 많이 세워져 있어 앞을 가림,해당없음,등교,2021-01-25
6211,사계초등학교,33.23637558,126.2985185,인도에 차가 서 있음,해당없음,등교,2021-01-25
6211,사계초등학교,33.23632112,126.2984545,인도에 차가 서 있음,해당없음,하교,2021-01-25
6211,사계초등학교,33.23743505,126.3009348,차가 다니는 길가로만 다닐 수 있음,해당없음,등교,2021-01-25
6212,고산초등학교,33.30623553,126.1792576,골목 등 좁은 길에서 갑자기 차가 튀어나옴,해당없음,등교,2021-01-25
6212,고산초등학교,33.30628984,126.1792893,기타,골목으로 다녀서 뒤에 누가 쫒아올까 무서움,등교,2021-01-25
6213,고산초등학교,33.29976284,126.1858849,횡단보도 초록불 신호가 너무 짧음,해당없음,하교,2021-01-25
6213,고산초등학교,33.30286246,126.1855984,횡단보도가 적어서 많이 돌아가야 함,해당없음,등교,2021-01-25
6214,고산초등학교,33.27416986,126.2429602,골목 등 좁은 길에서 갑자기 차가 튀어나옴,해당없음,활동,2021-01-25
6214,고산초등학교,33.2985534,126.2145772,길가에 차들이 많이 세워져 있어 앞을 가림,해당없음,등교,2021-01-25
6214,고산초등학교,33.29897201,126.2123403,위험한 곳이라는 안내시설이 없음,해당없음,등교,2021-01-25
6214,고산초등학교,33.2999193,126.20254,인도에 차가 서 있음,해당없음,등교,2021-01-25
6217,사계초등학교,33.23491851,126.2951586,차가 다니는 길가로만 다닐 수 있음,해당없음,등교,2021-01-25
6217,사계초등학교,33.23474912,126.2970911,차가 다니는 길가로만 다닐 수 있음,해당없음,등교,2021-01-25
6217,사계초등학교,33.23577655,126.2970185,차가 다니는 길가로만 다닐 수 있음,해당없음,등교,2021-01-25
6217,사계초등학교,33.23557396,126.2962691,차가 다니는 길가로만 다닐 수 있음,해당없음,하교,2021-01-25
6217,사계초등학교,33.23391955,126.2970763,차가 다니는 길가로만 다닐 수 있음,해당없음,하교,2021-01-25
6217,사계초등학교,33.23167022,126.2979096,차가 다니는 길가로만 다닐 수 있음,해당없음,하교,2021-01-25
6218,사계초등학교,33.23233319,126.2995605,신호등이 없음,해당없음,등교,2021-01-25
6219,사계초등학교,33.23202206,126.2977472,골목 등 좁은 길에서 갑자기 차가 튀어나옴,해당없음,등교,2021-01-25
6219,사계초등학교,33.23617231,126.2974485,골목 등 좁은 길에서 갑자기 차가 튀어나옴,해당없음,하교,2021-01-25
6219,사계초등학교,33.23143216,126.2978646,신호등이 없음,해당없음,등교,2021-01-25
6219,사계초등학교,33.23579256,126.2972584,신호등이 없음,해당없음,하교,2021-01-25
6219,사계초등학교,33.23159998,126.2980456,인도에 차가 서 있음,해당없음,등교,2021-01-25
6219,사계초등학교,33.23397694,126.2998586,횡단보도가 적어서 많이 돌아가야 함,해당없음,하교,2021-01-25
6220,사계초등학교,33.22958929,126.3006324,차가 다니는 길가로만 다닐 수 있음,해당없음,등교,2021-01-25
6220,사계초등학교,33.22740119,126.2963373,차가 다니는 길가로만 다닐 수 있음,해당없음,등교,2021-01-25
6220,사계초등학교,33.23087754,126.2988413,차가 다니는 길가로만 다닐 수 있음,해당없음,등교,2021-01-25
6220,사계초등학교,33.22837382,126.2993333,차가 다니는 길가로만 다닐 수 있음,해당없음,하교,2021-01-25
6221,사계초등학교,33.2314321,126.2976541,신호등이 없음,해당없음,등교,2021-01-25
6221,사계초등학교,33.23149654,126.2978896,신호등이 없음,해당없음,등교,2021-01-25
6221,사계초등학교,33.23153212,126.2978035,신호등이 없음,해당없음,등교,2021-01-25
6222,사계초등학교,33.23244222,126.2997085,신호등이 없음,해당없음,등교,2021-01-25
6222,사계초등학교,33.23251435,126.299708,신호등이 없음,해당없음,등교,2021-01-25
6222,사계초등학교,33.22851316,126.3000617,신호등이 없음,해당없음,하교,2021-01-25
6222,사계초등학교,33.22677368,126.2985737,신호등이 없음,해당없음,하교,2021-01-25
6222,사계초등학교,33.23111491,126.2977666,신호등이 없음,해당없음,하교,2021-01-25
6222,사계초등학교,33.23308979,126.2994244,횡단보도 초록불 신호가 너무 짧음,해당없음,등교,2021-01-25
6225,사계초등학교,33.22888314,126.3037331,차가 다니는 길가로만 다닐 수 있음,해당없음,등교,2021-01-25
6226,사계초등학교,33.22936865,126.2972776,신호등이 없음,해당없음,등교,2021-01-25
6227,사계초등학교,33.23485481,126.3034578,골목 등 좁은 길에서 갑자기 차가 튀어나옴,해당없음,등교,2021-01-25
6227,사계초등학교,33.23442593,126.3025439,골목 등 좁은 길에서 갑자기 차가 튀어나옴,해당없음,등교,2021-01-25
6227,사계초등학교,33.23401678,126.3051542,기타,내림막길이 너무 가파르다.,활동,2021-01-25
6227,사계초등학교,33.23469923,126.3030459,신호등이 없음,해당없음,하교,2021-01-25
6227,사계초등학교,33.23386659,126.3024839,신호등이 없음,해당없음,하교,2021-01-25
6227,사계초등학교,33.23291271,126.3012041,신호등이 없음,해당없음,하교,2021-01-25
6227,사계초등학교,33.23297718,126.301445,인도에 차가 서 있음,해당없음,등교,2021-01-25
6228,사계초등학교,33.2315394,126.2978946,신호등이 없음,해당없음,등교,2021-01-25
6228,사계초등학교,33.23144609,126.2979369,신호등이 없음,해당없음,활동,2021-01-25
6228,사계초등학교,33.22963348,126.2966748,차가 다니는 길가로만 다닐 수 있음,해당없음,하교,2021-01-25
6228,사계초등학교,33.23000671,126.2969078,차가 다니는 길가로만 다닐 수 있음,해당없음,활동,2021-01-25
6229,사계초등학교,33.23193598,126.2978726,길가에 차들이 많이 세워져 있어 앞을 가림,해당없음,등교,2021-01-25
6229,사계초등학교,33.23177273,126.2977023,길가에 차들이 많이 세워져 있어 앞을 가림,해당없음,하교,2021-01-25
